Sound system: Babyface + MixCubeAudiogram left input: NA
Audiogram right input: NA
vowIDL vowF0L vowIDR vowF0R answer1 answer2 ncorrect nrep time_elapsed
  3	   1	   4	   3	   3	   4	 2	 2	 11.9065
  6	   1	   1	   3	   1	   6	 2	 1	 7.6405
  1	   1	   4	   2	   1	   5	 1	 2	 11.5942
  3	   3	   4	   3	   1	   5	 0	 2	 12.2659
  4	   2	   3	   1	   3	   4	 2	 2	 10.8597
 14	   1	  14	   1	   5	   0	 0	 0	 1.0154
 10	   2	  10	   2	   2	   0	 0	 0	 1.0623
 15	   2	  15	   2	   2	   0	 0	 0	 1.9688
  4	   2	   3	   2	   4	   0	 1	 0	 2.7185
 13	   1	  13	   1	   5	   0	 0	 0	 1.5935
 15	   3	  15	   3	   2	   0	 0	 0	 1.4840
  4	   2	   1	   1	   2	   4	 1	 2	 7.9215
  3	   1	   4	   1	   4	   5	 1	 2	 12.3129
  4	   3	   1	   3	   2	   4	 1	 1	 6.8125
  3	   1	   6	   2	   3	   6	 2	 1	 5.1093
 10	   3	  10	   3	   2	   0	 0	 1	 4.4059
  1	   2	   4	   1	   1	   5	 1	 1	 4.5622
  3	   1	   1	   2	   1	   3	 2	 1	 4.0468
  6	   2	   4	   2	   4	   6	 2	 2	 7.5467
  4	   1	   1	   2	   1	   5	 1	 1	 6.3906
  4	   2	   1	   2	   1	   2	 1	 2	 13.5471
 13	   2	  13	   2	   5	   0	 0	 0	 1.4687
  1	   2	   3	   1	   1	   3	 2	 1	 5.4686
  4	   3	   3	   1	   2	   4	 1	 2	 10.4221
  1	   3	   4	   1	   1	   4	 2	 1	 7.9369
  1	   2	   3	   2	   1	   0	 1	 1	 6.4999
  4	   1	   1	   3	   1	   5	 1	 2	 11.1408
  6	   3	   4	   1	   2	   6	 1	 2	 6.9688
  4	   3	   6	   1	   4	   6	 2	 1	 5.0467
  3	   1	   4	   2	   3	   4	 2	 1	 4.9528
  3	   3	   1	   3	   1	   0	 1	 1	 3.6562
  4	   3	   3	   3	   4	   5	 1	 2	 7.8752
  3	   1	   1	   1	   1	   0	 1	 1	 4.3436
  6	   3	   4	   3	   4	   6	 2	 1	 6.8907
  1	   2	   6	   1	   1	   6	 2	 1	 7.0468
  1	   3	   6	   1	   2	   6	 1	 1	 4.3280
  1	   3	   3	   3	   2	   0	 0	 1	 4.3749
  3	   1	   1	   3	   1	   3	 2	 2	 10.0000
  3	   2	   1	   2	   1	   0	 1	 1	 3.5935
 14	   2	  14	   2	   5	   0	 0	 0	 1.3279
  1	   1	   6	   1	   2	   6	 1	 1	 6.3592
  1	   2	   4	   2	   1	   5	 1	 1	 6.6250
  9	   1	   9	   1	   2	   0	 0	 1	 2.8280
  6	   3	   3	   3	   6	   0	 1	 1	 3.2030
  3	   2	   6	   2	   6	   0	 1	 2	 8.8591
  4	   1	   6	   1	   4	   0	 1	 2	 7.6716
 12	   3	  12	   3	   1	   0	 0	 1	 2.7662
 11	   2	  11	   2	   2	   0	 0	 1	 5.7182
  6	   1	   3	   3	   3	   6	 2	 1	 5.0780
  4	   1	   3	   3	   2	   4	 1	 1	 4.5310
  3	   3	   6	   1	   3	   6	 2	 1	 4.4060
  3	   3	   4	   1	   3	   4	 2	 2	 6.0154
  1	   1	   6	   3	   1	   6	 2	 1	 3.4064
  4	   1	   6	   3	   4	   6	 2	 1	 4.1092
  3	   2	   4	   2	   4	   5	 1	 2	 8.7815
 16	   3	  16	   3	   2	   0	 0	 0	 1.0622
  1	   2	   6	   2	   2	   6	 1	 1	 3.7968
  3	   2	   6	   1	   3	   6	 2	 1	 4.7187
 12	   1	  12	   1	   1	   0	 0	 1	 2.3748
  4	   1	   6	   2	   4	   6	 2	 1	 4.3434
 12	   2	  12	   2	   1	   0	 0	 1	 2.6561
  1	   1	   4	   3	   1	   5	 1	 2	 10.7346
  1	   1	   3	   3	   1	   5	 1	 2	 13.9375
  6	   1	   1	   1	   1	   6	 2	 0	 2.2499
  1	   1	   6	   2	   1	   6	 2	 1	 4.9217
  1	   3	   6	   3	   5	   6	 1	 2	 6.7191
  3	   3	   6	   3	   5	   6	 1	 1	 3.2496
 11	   1	  11	   1	   2	   0	 0	 0	 1.5935
  4	   1	   3	   2	   2	   4	 1	 1	 3.6403
  1	   1	   3	   2	   1	   2	 1	 1	 3.2186
 10	   1	  10	   1	   2	   0	 0	 0	 1.2961
  4	   1	   3	   1	   4	   0	 1	 0	 2.1246
  3	   2	   1	   1	   1	   5	 1	 2	 7.4062
  3	   3	   1	   1	   1	   5	 1	 2	 8.5312
