Sound system: Babyface + MixCubeAudiogram left input: NA
Audiogram right input: NA
vowIDL vowF0L vowIDR vowF0R answer1 answer2 ncorrect nrep time_elapsed
  4	   3	   3	   3	   1	   2	 0	 2	 11.7033
  3	   3	   4	   1	   1	   5	 0	 2	 9.4217
  4	   2	   6	   1	   4	   6	 2	 1	 9.7656
  6	   1	   1	   3	   1	   6	 2	 0	 3.2654
 12	   1	  12	   1	   1	   0	 0	 0	 1.6719
 13	   2	  13	   2	   5	   0	 0	 0	 2.2029
  6	   1	   1	   1	   2	   6	 1	 1	 5.0778
  4	   2	   6	   2	   4	   6	 2	 2	 9.6094
  4	   3	   1	   1	   2	   5	 0	 1	 5.1872
  3	   1	   1	   1	   2	   0	 0	 2	 13.5626
 14	   1	  14	   1	   5	   0	 0	 0	 1.2498
  6	   3	   3	   1	   3	   6	 2	 1	 4.6716
  4	   1	   6	   2	   4	   6	 2	 2	 8.9530
  3	   3	   6	   1	   3	   6	 2	 1	 5.8906
  1	   1	   4	   1	   1	   0	 1	 2	 12.6878
  3	   1	   1	   3	   1	   3	 2	 1	 5.4374
  4	   3	   6	   1	   4	   6	 2	 2	 9.5001
  1	   2	   4	   1	   1	   5	 1	 1	 3.1561
  1	   1	   6	   3	   1	   6	 2	 1	 15.5939
  3	   1	   6	   1	   6	   0	 1	 1	 4.6095
 11	   3	  11	   3	   2	   3	 0	 1	 4.7656
  1	   2	   6	   2	   1	   6	 2	 1	 5.7968
  1	   1	   6	   1	   2	   6	 1	 1	 5.1407
  6	   1	   3	   3	   3	   6	 2	 1	 6.0625
  1	   1	   3	   1	   1	   0	 1	 1	 3.9995
  4	   1	   6	   3	   4	   6	 2	 1	 5.0158
 14	   2	  14	   2	   5	   0	 0	 1	 3.4377
 15	   3	  15	   3	   2	   0	 0	 0	 1.3432
  3	   2	   1	   1	   1	   2	 1	 1	 5.5469
 11	   1	  11	   1	   2	   0	 0	 0	 2.0623
  3	   3	   6	   3	   6	   0	 1	 1	 7.6243
  4	   1	   6	   1	   4	   0	 1	 2	 9.5004
  1	   1	   6	   2	   1	   6	 2	 2	 11.6403
 13	   1	  13	   1	   5	   0	 0	 1	 2.5936
  4	   1	   1	   1	   4	   0	 1	 1	 4.1405
  6	   2	   1	   2	   2	   6	 1	 2	 12.6878
  4	   1	   3	   2	   3	   4	 2	 1	 4.2028
  1	   1	   4	   3	   1	   2	 1	 2	 14.1096
  3	   2	   4	   2	   1	   5	 0	 2	 12.9845
  1	   3	   6	   3	   1	   6	 2	 2	 6.9529
 11	   2	  11	   2	   2	   0	 0	 1	 3.4841
  4	   3	   1	   3	   4	   0	 1	 0	 1.8437
