Sound system: Babyface + MixCubeAudiogram left input: NA
Audiogram right input: NA
vowIDL vowF0L vowIDR vowF0R answer1 answer2 ncorrect nrep time_elapsed
  6	   1	   4	   2	   4	   6	 2	 1	 7.3592
  1	   3	   6	   1	   1	   6	 2	 1	 6.8751
  6	   2	   3	   2	   6	   0	 1	 0	 3.1249
  4	   1	   3	   3	   3	   4	 2	 0	 5.9998
  3	   2	   1	   1	   1	   3	 2	 1	 6.5938
  9	   2	   9	   2	   2	   0	 0	 0	 3.1092
  3	   1	   1	   1	   1	   0	 1	 0	 3.9059
  4	   2	   1	   1	   1	   4	 2	 0	 5.1249
 16	   2	  16	   2	   2	   0	 0	 0	 1.2343
  3	   2	   1	   2	   1	   0	 1	 0	 3.2967
  3	   3	   1	   1	   1	   2	 1	 1	 7.7503
  3	   2	   4	   1	   3	   4	 2	 1	 8.1093
  4	   1	   1	   1	   4	   0	 1	 2	 20.6254
 11	   2	  11	   2	   2	   0	 0	 1	 7.8750
  6	   1	   1	   3	   1	   6	 2	 1	 11.7657
  1	   3	   6	   3	   1	   6	 2	 2	 13.1721
  4	   1	   3	   1	   4	   0	 1	 1	 4.3434
  3	   1	   6	   1	   6	   0	 1	 1	 8.5161
  1	   2	   4	   1	   1	   4	 2	 0	 4.0779
  4	   3	   1	   1	   2	   4	 1	 1	 5.6565
  1	   2	   6	   2	   1	   6	 2	 2	 11.0000
  3	   3	   4	   1	   3	   4	 2	 2	 11.9693
 11	   1	  11	   1	   2	   0	 0	 0	 1.4062
 13	   1	  13	   1	   5	   0	 0	 0	 4.9684
  4	   2	   3	   1	   3	   4	 2	 1	 5.0153
  4	   2	   3	   2	   4	   0	 1	 1	 4.9529
  3	   1	   4	   2	   3	   4	 2	 2	 8.7496
  3	   1	   6	   3	   2	   6	 1	 2	 20.3130
 10	   1	  10	   1	   2	   0	 0	 0	 1.3123
  3	   1	   4	   3	   3	   4	 2	 1	 8.3124
  6	   1	   3	   2	   3	   5	 1	 2	 15.6565
  4	   1	   6	   2	   4	   6	 2	 2	 12.6408
 16	   3	  16	   3	   2	   0	 0	 0	 1.3740
 15	   3	  15	   3	   2	   0	 0	 1	 5.4065
  3	   2	   6	   1	   3	   6	 2	 1	 6.3280
  3	   3	   1	   3	   2	   0	 0	 1	 4.6562
  4	   1	   1	   3	   1	   5	 1	 1	 10.1879
  4	   2	   6	   2	   4	   0	 1	 0	 2.5614
  1	   1	   3	   1	   1	   0	 1	 0	 2.3436
 12	   2	  12	   2	   1	   0	 0	 0	 2.2496
  9	   1	   9	   1	   2	   0	 0	 0	 2.2031
