Date: 7.24.2025
Time: 13:35:51
Subject ID: NH292
Reference Frequencies (Hz): 880
Reference Frequencies (Hz): 2300
Reference Frequencies (Hz): 3100
Dur (sec): 300 sec
Modulation rate (Hz): 20
Modulation depth: -5
Onset asynchrony: 0
Stimtype (0=tone, otherwise number is noise bandwidth): 0
---------------------------------

***** Stimulus and response details *****

Index	FreqMod	FreqFlat	Rove(dB)	ModEar	Resp	Correct	Reps
1	880	880		1.38		2	1	0.00	0
2	2300	2325		1.41		2	1	0.00	0
3	3100	3100		0.64		2	2	1.00	0
4	880	870		1.23		1	1	1.00	0
5	2300	2155		1.14		1	2	0.00	1
6	3100	3133		1.09		1	2	0.00	0
7	880	899		1.52		1	2	0.00	0
8	2300	1976		1.54		1	2	0.00	0
9	3100	3308		1.29		1	1	1.00	0
10	880	635		1.16		2	2	1.00	0
11	2300	2454		0.69		2	2	1.00	0
12	3100	2663		1.68		2	1	0.00	0
13	880	939		0.62		2	2	1.00	0
14	2300	2350		1.76		2	1	0.00	0
15	3100	2240		0.85		2	2	1.00	0
16	880	756		1.03		1	1	1.00	0
17	2300	2250		0.67		1	2	0.00	0
18	3100	3033		0.97		1	1	1.00	0
19	880	861		1.51		2	1	0.00	0
20	2300	2300		1.18		2	2	1.00	0
21	3100	4290		0.97		2	1	0.00	0
22	880	1024		0.74		1	1	1.00	1
23	2300	2275		1.32		1	2	0.00	0
24	3100	3607		0.87		1	1	1.00	0
25	880	889		0.99		1	2	0.00	0
26	2300	2676		0.60		1	1	1.00	0
27	3100	2904		0.84		1	1	1.00	0
28	880	824		1.56		1	2	0.00	0
29	2300	3182		1.50		1	1	1.00	0
30	3100	3066		1.10		1	2	0.00	0
31	880	1217		0.70		1	1	1.00	0
32	2300	1661		0.64		1	1	1.00	0
33	3100	3167		0.93		1	2	0.00	0
34	880	870		0.74		2	2	1.00	0
35	2300	2676		0.67		2	1	0.00	0
36	3100	3100		1.14		2	3	0.50	0
37	880	635		1.51		2	1	0.00	0
38	2300	3182		1.27		2	3	0.50	0
39	3100	3167		1.08		2	1	0.00	0
40	880	889		0.86		2	1	0.00	0
41	2300	2300		0.80		2	3	0.50	0
42	3100	2663		0.74		2	1	0.00	0
43	880	1217		0.87		2	2	1.00	0
44	2300	1976		0.77		2	2	1.00	0
45	3100	3607		1.26		2	1	0.00	0
46	880	824		1.35		1	2	0.00	0
47	2300	2350		1.28		1	2	0.00	0
48	3100	3033		1.01		1	1	1.00	0
49	880	939		0.94		2	2	1.00	0
50	2300	2454		0.70		2	1	0.00	0
51	3100	4290		1.54		2	1	0.00	0
52	880	1024		0.87		1	2	0.00	0
53	2300	2155		0.59		1	1	1.00	0
54	3100	3066		0.76		1	3	0.50	0
55	880	861		1.40		1	1	1.00	0
56	2300	2250		1.10		1	2	0.00	0
57	3100	3133		0.82		1	1	1.00	0
58	880	756		0.63		2	2	1.00	0
59	2300	2275		1.18		2	3	0.50	0
60	3100	2904		0.59		2	1	0.00	0
61	880	880		1.19		1	2	0.00	0
62	2300	1661		0.57		1	3	0.50	0
63	3100	3308		0.90		1	1	1.00	0
64	880	899		0.65		2	2	1.00	0
65	2300	2325		0.69		2	2	1.00	0
66	3100	2240		1.18		2	1	0.00	0
67	880	899		0.95		1	2	0.00	0
68	2300	2325		0.90		1	1	1.00	0
