Ear: B
Audiogram left  : NA
Audiogram right : NA
Trial	C1	C2	Vowel1	Vowel2	F0_1	F0_2	Ans1V	Ans2V	Ans3V	Ans1C	Ans2C	Ans3C	Ans1	Ans2	Ans3	OneType	BothOK	RT	Ear	Audiogram_Left	Audiogram_Right
1	G	G	AE	IH	low_f0	high_f0	IH	EH	EH	1	1	0	gig	geg	EH	0	0	5.5649	B	NA	NA
2	G	G	IH	AE	low_f0	low_f0	IH	AE	IH	1	1	0	gig	gag	IH	0	1	7.3628	B	NA	NA
3	D	D	IH	AE	high_f0	high_f0	IH	AE	NaN	1	1	0	did	dad	NaN	0	1	3.2106	B	NA	NA
4	D	D	AE	IH	low_f0	high_f0	AE	IH	NaN	1	1	0	dad	did	NaN	0	1	3.5654	B	NA	NA
5	D	JH	AE	IH	high_f0	high_f0	IH	AE	EH	1	1	1	didge	dadge	dedge	0	0	3.0107	B	NA	NA
6	G	G	AE	IH	low_f0	low_f0	IH	AE	NaN	1	1	0	gig	gag	NaN	0	1	3.3567	B	NA	NA
7	D	D	IH	AE	low_f0	low_f0	IH	AE	NaN	1	1	0	did	dad	NaN	0	1	2.8394	B	NA	NA
8	D	D	AE	IH	high_f0	high_f0	AE	IH	NaN	1	1	0	dad	did	NaN	0	1	1.9813	B	NA	NA
9	G	G	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	gig	NaN	NaN	1	1	9.0418	B	NA	NA
10	L	D	IH	AE	low_f0	low_f0	IH	AE	NaN	1	1	0	lid	lad	NaN	0	1	6.9328	B	NA	NA
11	G	T	AE	IH	low_f0	high_f0	AE	IH	NaN	1	1	0	gat	git	NaN	0	1	2.3303	B	NA	NA
12	D	F	EH	EH	high_f0	high_f0	EH	NaN	NaN	1	0	0	deaf	NaN	NaN	1	1	1.7931	B	NA	NA
13	D	SH	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	dish	NaN	NaN	1	1	1.1405	B	NA	NA
14	D	F	EH	EH	low_f0	high_f0	EH	NaN	NaN	1	0	0	deaf	NaN	NaN	1	1	0.7372	B	NA	NA
15	D	JH	IH	AE	low_f0	high_f0	AE	IH	NaN	1	1	0	dadge	didge	NaN	0	1	3.6900	B	NA	NA
16	G	T	AE	IH	high_f0	high_f0	IH	AE	NaN	1	1	0	git	gat	NaN	0	1	1.5938	B	NA	NA
17	G	T	IH	AE	low_f0	high_f0	IH	AE	NaN	1	1	0	git	gat	NaN	0	1	1.3212	B	NA	NA
18	L	TH	IH	AE	low_f0	high_f0	IH	AE	NaN	1	1	0	lith	lath	NaN	0	1	1.0079	B	NA	NA
