Date: 7.16.2025
Time: 12:24:55
Subject ID: NH291
Reference Frequencies (Hz): 880
Reference Frequencies (Hz): 2300
Reference Frequencies (Hz): 3100
Dur (sec): 300 sec
Modulation rate (Hz): 20
Harmonics:
Modulation depth: 0
Onset asynchrony: 0
Stimtype (0=tone, otherwise number is noise bandwidth): 0
---------------------------------

***** Stimulus and response details *****

Index	FreqMod	FreqFlat	Rove(dB)	ModEar	Resp	Correct	Reps
1	880	870		0.59		1	1	1.00	0
2	2300	2275		0.67		1	1	1.00	0
3	3100	3133		0.78		1	2	0.00	0
4	880	899		1.29		1	1	1.00	0
5	2300	2325		0.86		1	1	1.00	0
6	3100	2240		1.29		1	2	0.00	0
7	880	889		1.35		2	1	0.00	0
8	2300	3182		0.93		2	2	1.00	0
9	3100	3033		1.15		2	1	0.00	0
10	880	635		1.29		2	1	0.00	0
11	2300	2350		1.29		2	2	1.00	0
12	3100	3308		1.06		2	2	1.00	0
13	880	939		1.77		1	1	1.00	0
14	2300	2676		0.85		1	1	1.00	0
15	3100	2904		1.25		1	2	0.00	0
16	880	756		1.04		1	1	1.00	0
17	2300	2250		1.36		1	1	1.00	0
18	3100	2663		1.35		1	2	0.00	0
19	880	880		0.90		2	1	0.00	0
20	2300	2155		0.68		2	1	0.00	0
21	3100	3066		1.25		2	1	0.00	0
22	880	1024		1.49		2	1	0.00	0
23	2300	1661		1.38		2	2	1.00	0
24	3100	4290		0.68		2	2	1.00	0
25	880	861		1.10		2	1	0.00	0
26	2300	2454		0.66		2	2	1.00	0
27	3100	3607		0.71		2	1	0.00	0
28	880	1217		1.14		1	1	1.00	0
29	2300	2300		1.09		1	2	0.00	0
30	3100	3167		0.99		1	1	1.00	0
31	880	824		0.85		1	1	1.00	0
32	2300	1976		0.63		1	2	0.00	0
33	3100	3100		0.79		1	1	1.00	0
34	880	899		0.96		2	1	0.00	0
35	2300	2250		0.66		2	1	0.00	0
36	3100	3607		1.09		2	2	1.00	0
37	880	889		1.20		1	1	1.00	0
38	2300	3182		1.29		1	1	1.00	0
39	3100	3133		1.25		1	2	0.00	0
40	880	1024		0.79		2	1	0.00	0
41	2300	2155		0.87		2	2	1.00	0
42	3100	2240		0.86		2	1	0.00	0
43	880	880		0.77		2	1	0.00	0
44	2300	2350		1.00		2	2	1.00	0
45	3100	3167		1.32		2	1	0.00	0
46	880	635		1.08		2	1	0.00	0
47	2300	1661		1.26		2	2	1.00	0
48	3100	3033		0.93		2	2	1.00	0
49	880	870		0.63		2	1	0.00	0
50	2300	2325		0.85		2	1	0.00	0
51	3100	2904		0.68		2	1	0.00	0
52	880	861		1.55		1	1	1.00	0
53	2300	2676		1.52		1	2	0.00	0
54	3100	2663		1.45		1	2	0.00	0
55	880	756		0.80		1	1	1.00	0
56	2300	2275		0.77		1	1	1.00	0
57	3100	3308		0.82		1	2	0.00	0
58	880	1217		1.62		1	1	1.00	0
59	2300	2454		0.58		1	1	1.00	0
60	3100	4290		0.67		1	2	0.00	0
61	880	824		0.82		1	2	0.00	0
62	2300	2300		1.41		1	2	0.00	0
63	3100	3066		0.72		1	1	1.00	0
64	880	939		1.73		2	2	1.00	0
65	2300	1976		0.57		2	2	1.00	0
66	3100	3100		1.49		2	1	0.00	0
67	880	939		0.94		1	1	1.00	0
68	2300	1976		1.43		1	1	1.00	0
69	3100	3100		1.68		1	2	0.00	0
70	880	824		0.63		2	1	0.00	0
71	2300	2300		0.83		2	1	0.00	0
72	3100	3066		1.54		2	2	1.00	0
73	880	1217		0.61		2	1	0.00	0
74	2300	2454		0.60		2	1	0.00	0
75	3100	4290		1.03		2	2	1.00	0
76	880	756		0.72		2	1	0.00	0
77	2300	2275		0.91		2	1	0.00	0
78	3100	3308		0.74		2	2	1.00	0
79	880	861		1.05		2	1	0.00	0
80	2300	2676		1.44		2	1	0.00	0
81	3100	2663		1.53		2	2	1.00	0
82	880	870		0.72		1	1	1.00	0
83	2300	2325		1.71		1	1	1.00	0
84	3100	2904		1.01		1	1	1.00	0
85	880	635		1.04		1	2	0.00	0
86	2300	1661		1.19		1	1	1.00	0
87	3100	3033		1.26		1	1	1.00	0
88	880	880		1.01		1	1	1.00	0
89	2300	2350		1.47		1	2	0.00	0
90	3100	3167		0.59		1	1	1.00	0
91	880	1024		0.86		1	2	0.00	0
92	2300	2155		1.14		1	1	1.00	0
93	3100	2240		0.85		1	1	1.00	0
94	880	889		0.87		2	2	1.00	0
95	2300	3182		1.28		2	1	0.00	0
96	3100	3133		0.84		2	1	0.00	0
97	880	899		1.25		1	2	0.00	0
98	2300	2250		0.95		1	1	1.00	0
99	3100	3607		1.31		1	2	0.00	0
100	880	824		1.54		2	1	0.00	0
101	2300	1976		1.22		2	2	1.00	0
102	3100	3100		0.72		2	1	0.00	0
103	880	1217		0.73		2	2	1.00	0
104	2300	2300		0.75		2	1	0.00	0
105	3100	3167		0.92		2	2	1.00	0
106	880	861		1.39		1	1	1.00	0
107	2300	2454		1.48		1	1	1.00	0
108	3100	3607		1.71		1	1	1.00	0
109	880	1024		0.89		1	1	1.00	0
110	2300	1661		0.57		1	2	0.00	0
111	3100	4290		1.61		1	1	1.00	0
112	880	880		0.97		1	1	1.00	0
113	2300	2155		0.69		1	1	1.00	0
114	3100	3066		1.34		1	2	0.00	0
