Sound system: Babyface + MixCubeAudiogram left input: NA
Audiogram right input: NA
vowIDL vowF0L vowIDR vowF0R answer1 answer2 ncorrect nrep time_elapsed
  7	   1	   1	   1	   4	   0	 0	 1	 3.4529
  5	   1	   1	   1	   4	   0	 0	 0	 3.4998
  5	   1	   4	   2	   1	   4	 1	 2	 10.7345
  5	   1	   1	   1	   4	   0	 0	 0	 1.3122
  5	   2	   7	   2	   7	   0	 1	 1	 3.4998
  1	   2	   5	   1	   1	   2	 1	 2	 12.0471
  5	   2	   7	   1	   5	   7	 2	 2	 8.1717
  4	   1	   1	   1	   4	   0	 1	 0	 2.0309
  7	   2	   5	   2	   7	   0	 1	 0	 1.2339
  5	   2	   7	   2	   7	   0	 1	 0	 3.4375
  4	   1	   1	   1	   4	   0	 1	 0	 1.4214
  5	   1	   4	   1	   4	   0	 1	 0	 0.9525
  4	   1	   7	   1	   4	   0	 1	 0	 1.0778
  5	   2	   4	   2	   4	   0	 1	 0	 1.8903
  7	   1	   1	   2	   4	   7	 1	 2	 6.0467
  7	   1	   1	   1	   4	   0	 0	 0	 1.0309
  1	   1	   4	   1	   4	   0	 1	 0	 1.7342
  5	   2	   7	   1	   7	   0	 1	 1	 3.1088
  4	   2	   1	   1	   2	   4	 1	 1	 8.0626
  5	   2	   4	   2	   4	   0	 1	 0	 1.2809
  4	   2	   5	   2	   4	   0	 1	 0	 1.0310
  1	   2	   5	   2	   4	   0	 0	 0	 0.8744
  7	   1	   4	   1	   4	   0	 1	 0	 1.4684
  4	   1	   1	   2	   2	   4	 1	 1	 4.6248
  1	   2	   7	   2	   4	   0	 0	 0	 1.6404
  7	   2	   4	   2	   4	   0	 1	 0	 1.0309
  7	   1	   1	   2	   2	   7	 1	 2	 17.8754
  5	   1	   4	   1	   4	   0	 1	 0	 1.3435
  4	   2	   5	   2	   4	   0	 1	 0	 0.9371
  5	   1	   1	   2	   1	   2	 1	 1	 12.6409
  5	   2	   4	   1	   1	   4	 1	 1	 9.4065
  5	   1	   1	   1	   4	   0	 0	 0	 1.3433
  7	   1	   4	   1	   4	   0	 1	 0	 1.0310
  7	   2	   5	   1	   1	   7	 1	 2	 20.5475
  7	   2	   4	   1	   4	   7	 2	 1	 6.2344
  4	   2	   5	   1	   1	   4	 1	 1	 5.0314
  4	   2	   5	   2	   4	   0	 1	 1	 2.9844
  7	   2	   5	   1	   1	   7	 1	 2	 14.9850
  7	   2	   4	   1	   4	   7	 2	 1	 7.1251
