Sound system: Babyface + MixCubeAudiogram left input: NA
Audiogram right input: NA
vowIDL vowF0L vowIDR vowF0R answer1 answer2 ncorrect nrep time_elapsed
  7	   1	   1	   2	   4	   5	 0	 1	 14.2973
  1	   2	   5	   1	   4	   5	 1	 2	 13.5471
  7	   1	   4	   2	   4	   7	 2	 2	 8.8907
  5	   1	   4	   2	   4	   5	 2	 1	 4.8436
  7	   2	   5	   2	   7	   0	 1	 1	 4.7029
  4	   1	   1	   2	   1	   4	 2	 2	 12.2969
  4	   1	   7	   1	   4	   0	 1	 1	 2.9841
  4	   2	   5	   2	   4	   0	 1	 1	 4.2187
  1	   1	   4	   1	   4	   0	 1	 1	 2.2974
  5	   2	   7	   1	   5	   0	 1	 1	 2.8279
  4	   2	   1	   2	   4	   0	 1	 1	 2.4685
  7	   1	   1	   2	   4	   5	 0	 1	 6.4217
  7	   2	   5	   1	   5	   0	 1	 1	 3.8591
  5	   1	   4	   1	   4	   0	 1	 0	 1.7028
  1	   1	   4	   2	   1	   4	 2	 1	 4.1718
  5	   2	   4	   1	   4	   5	 2	 1	 6.5468
  1	   2	   5	   1	   1	   5	 2	 2	 11.1255
  7	   2	   5	   2	   5	   0	 1	 1	 4.7814
  4	   2	   1	   1	   1	   4	 2	 1	 9.0002
  1	   1	   4	   1	   4	   0	 1	 1	 3.1248
  7	   1	   4	   1	   4	   0	 1	 1	 2.4996
  7	   2	   5	   1	   5	   0	 1	 1	 5.1404
  5	   2	   4	   2	   4	   0	 1	 0	 1.7966
  4	   2	   5	   1	   4	   0	 1	 1	 2.5154
  7	   1	   1	   1	   4	   0	 0	 1	 3.2968
  4	   2	   5	   2	   4	   0	 1	 0	 2.3278
  1	   1	   7	   1	   4	   0	 0	 0	 1.7657
  1	   2	   7	   1	   1	   5	 1	 2	 11.7350
  5	   1	   4	   1	   4	   0	 1	 1	 2.3124
  4	   2	   1	   1	   1	   4	 2	 1	 7.2501
  4	   1	   1	   2	   2	   0	 0	 1	 6.0781
  5	   1	   1	   2	   1	   2	 1	 2	 14.4064
  4	   1	   7	   2	   4	   5	 1	 1	 6.6561
  4	   1	   1	   1	   4	   0	 1	 1	 2.5154
  7	   2	   5	   1	   5	   0	 1	 0	 2.0310
  1	   1	   7	   1	   4	   0	 0	 0	 2.3120
  1	   1	   7	   2	   2	   5	 0	 2	 22.0944
  7	   1	   1	   1	   4	   0	 0	 1	 5.9686
  5	   2	   7	   1	   5	   0	 1	 1	 2.5623
  1	   2	   7	   1	   2	   5	 0	 2	 9.0630
  4	   2	   1	   2	   4	   0	 1	 1	 3.2033
  1	   1	   4	   1	   4	   0	 1	 0	 1.3435
  1	   2	   7	   2	   4	   0	 0	 0	 1.3902
  4	   2	   5	   2	   4	   0	 1	 0	 1.3276
  1	   1	   4	   1	   4	   0	 1	 0	 2.9840
  4	   2	   5	   1	   4	   5	 2	 1	 9.0311
  7	   2	   5	   2	   7	   0	 1	 0	 2.2498
  1	   2	   5	   2	   1	   0	 1	 0	 5.6406
  7	   2	   4	   1	   4	   5	 1	 1	 3.5153
  5	   1	   1	   2	   2	   5	 1	 1	 14.0002
  5	   1	   1	   1	   4	   0	 0	 1	 3.2810
  1	   1	   7	   2	   4	   7	 1	 1	 6.4530
  4	   1	   7	   1	   4	   0	 1	 0	 2.1559
  4	   1	   7	   2	   4	   5	 1	 1	 4.3123
  1	   2	   7	   2	   4	   0	 0	 0	 2.0466
  1	   2	   5	   2	   1	   0	 1	 2	 6.8435
  5	   1	   4	   2	   4	   5	 2	 1	 8.3594
  7	   2	   4	   2	   4	   0	 1	 0	 1.4683
  7	   2	   5	   1	   4	   7	 1	 1	 12.7345
  5	   1	   1	   1	   4	   0	 0	 0	 1.6246
  7	   1	   4	   1	   4	   0	 1	 0	 2.7654
  5	   2	   7	   2	   5	   0	 1	 0	 2.2500
  4	   2	   5	   1	   4	   5	 2	 1	 5.3429
  1	   2	   5	   1	   1	   4	 1	 2	 10.7345
  5	   2	   7	   2	   7	   0	 1	 2	 5.7032
  5	   2	   4	   2	   4	   0	 1	 0	 1.7340
  5	   2	   7	   2	   5	   0	 1	 0	 3.3750
  5	   2	   7	   2	   5	   0	 1	 2	 5.6086
  4	   2	   5	   2	   4	   0	 1	 0	 1.9061
  1	   1	   4	   2	   1	   4	 2	 1	 5.1562
  5	   1	   1	   1	   4	   0	 0	 0	 3.2966
  7	   1	   1	   1	   4	   0	 0	 0	 1.0936
  5	   1	   1	   2	   1	   4	 1	 0	 2.1561
  7	   1	   1	   2	   2	   7	 1	 2	 9.2344
  7	   2	   4	   2	   4	   0	 1	 1	 5.4998
  5	   2	   7	   1	   7	   0	 1	 2	 11.8750
  4	   1	   7	   2	   4	   0	 1	 0	 3.3590
  7	   1	   4	   2	   4	   0	 1	 0	 1.4684
  4	   1	   7	   1	   4	   0	 1	 0	 1.2810
  7	   1	   1	   2	   1	   5	 1	 2	 13.2658
  4	   1	   7	   1	   4	   0	 1	 0	 1.5469
  1	   2	   5	   2	   2	   0	 0	 1	 14.0628
  1	   1	   4	   2	   2	   4	 1	 1	 6.0471
  7	   2	   4	   1	   4	   7	 2	 2	 9.2029
  7	   1	   1	   1	   4	   0	 0	 1	 2.4217
  5	   1	   1	   1	   4	   0	 0	 0	 8.6563
  7	   2	   5	   2	   7	   0	 1	 1	 4.5155
  1	   2	   5	   1	   2	   5	 1	 1	 8.5002
  5	   1	   1	   2	   1	   2	 1	 2	 12.4377
  1	   1	   4	   2	   1	   4	 2	 2	 10.6408
  4	   2	   5	   1	   1	   4	 1	 1	 10.1877
  5	   2	   4	   1	   1	   4	 1	 1	 4.3587
  4	   1	   7	   2	   4	   5	 1	 2	 12.3282
  5	   2	   7	   1	   5	   0	 1	 0	 2.2182
  1	   2	   5	   2	   2	   0	 0	 1	 7.1873
  4	   1	   1	   1	   4	   0	 1	 0	 1.7802
