Ear: B
Audiogram left  : NA
Audiogram right : NA
Trial	C1	C2	Vowel1	Vowel2	F0_1	F0_2	Ans1V	Ans2V	Ans3V	Ans1C	Ans2C	Ans3C	Ans1	Ans2	Ans3	OneType	BothOK	RT	Ear	Audiogram_Left	Audiogram_Right
1	G	TH	IH	AE	low_f0	high_f0	EH	IH	AE	1	1	0	geth	gith	AE	0	0	5.7485	B	NA	NA
2	L	D	AE	IH	high_f0	high_f0	EH	IH	EH	1	1	0	led	lid	EH	0	0	7.4993	B	NA	NA
3	D	JH	AE	IH	high_f0	high_f0	AE	IH	NaN	0	1	0	AE	didge	NaN	0	1	8.2278	B	NA	NA
4	D	D	AE	IH	low_f0	low_f0	EH	AE	NaN	1	0	0	dead	AE	NaN	0	0	6.0255	B	NA	NA
5	L	P	AE	AE	high_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	4.8012	B	NA	NA
6	G	T	IH	AE	low_f0	high_f0	IH	AE	EH	1	1	0	git	gat	EH	0	0	9.6630	B	NA	NA
7	L	D	IH	AE	low_f0	high_f0	AE	IH	NaN	1	1	0	lad	lid	NaN	0	1	9.0898	B	NA	NA
8	L	P	AE	IH	low_f0	high_f0	IH	EH	AE	1	0	1	lip	EH	lap	0	0	12.4492	B	NA	NA
9	D	D	IH	AE	low_f0	low_f0	EH	AE	NaN	1	0	0	dead	AE	NaN	0	0	5.1712	B	NA	NA
10	D	D	AE	IH	low_f0	high_f0	IH	EH	NaN	0	1	0	IH	dead	NaN	0	0	12.2056	B	NA	NA
11	D	JH	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	didge	NaN	NaN	1	1	8.4740	B	NA	NA
12	D	F	IH	AE	low_f0	high_f0	AE	IH	NaN	0	1	0	AE	diff	NaN	0	1	9.4147	B	NA	NA
13	L	P	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	8.2501	B	NA	NA
14	G	G	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	gig	NaN	NaN	1	1	7.5884	B	NA	NA
15	D	JH	IH	AE	low_f0	high_f0	AE	EH	NaN	0	1	0	AE	dedge	NaN	0	0	6.9192	B	NA	NA
16	L	D	IH	IH	low_f0	high_f0	IH	IH	NaN	1	0	0	lid	IH	NaN	1	1	6.9707	B	NA	NA
17	D	F	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	daff	NaN	NaN	1	1	6.4477	B	NA	NA
18	G	T	AE	IH	low_f0	low_f0	AE	IH	NaN	0	1	0	AE	git	NaN	0	1	6.7442	B	NA	NA
19	L	D	AE	IH	low_f0	low_f0	IH	EH	EH	1	1	0	lid	led	EH	0	0	5.1133	B	NA	NA
20	G	T	IH	AE	low_f0	low_f0	AE	AE	NaN	0	1	0	AE	gat	NaN	1	0	5.8666	B	NA	NA
