Ear: B
Audiogram left  : NA
Audiogram right : NA
Trial	C1	C2	Vowel1	Vowel2	F0_1	F0_2	Ans1V	Ans2V	Ans3V	Ans1C	Ans2C	Ans3C	Ans1	Ans2	Ans3	OneType	BothOK	RT	Ear	Audiogram_Left	Audiogram_Right
1	G	TH	IH	AE	low_f0	high_f0	EH	AE	NaN	1	0	0	geth	AE	NaN	0	0	11.3192	B	NA	NA
2	L	D	AE	IH	high_f0	high_f0	EH	IH	NaN	1	1	0	led	lid	NaN	0	0	6.9504	B	NA	NA
3	D	JH	AE	IH	high_f0	high_f0	IH	AE	NaN	1	0	0	didge	AE	NaN	0	1	8.5667	B	NA	NA
4	D	D	AE	IH	low_f0	low_f0	EH	IH	EH	1	0	0	dead	IH	EH	0	0	10.7503	B	NA	NA
5	L	P	AE	AE	high_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	5.4830	B	NA	NA
6	G	T	IH	AE	low_f0	high_f0	AE	EH	NaN	0	1	0	AE	get	NaN	0	0	7.1949	B	NA	NA
7	L	D	IH	AE	low_f0	high_f0	EH	AE	NaN	1	0	0	led	AE	NaN	0	0	9.3268	B	NA	NA
8	L	P	AE	IH	low_f0	high_f0	IH	AE	NaN	1	0	0	lip	AE	NaN	0	1	5.8774	B	NA	NA
9	D	D	IH	AE	low_f0	low_f0	EH	AE	NaN	1	1	0	dead	dad	NaN	0	0	6.8244	B	NA	NA
10	D	D	AE	IH	low_f0	high_f0	EH	NaN	NaN	1	0	0	dead	NaN	NaN	1	0	8.2718	B	NA	NA
11	D	JH	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	didge	NaN	NaN	1	1	7.6811	B	NA	NA
12	D	F	IH	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	daff	NaN	NaN	1	0	10.9252	B	NA	NA
13	L	P	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	6.8239	B	NA	NA
