Ear: B
Audiogram left  : NA
Audiogram right : NA
Trial	C1	C2	Vowel1	Vowel2	F0_1	F0_2	Ans1V	Ans2V	Ans3V	Ans1C	Ans2C	Ans3C	Ans1	Ans2	Ans3	OneType	BothOK	RT	Ear	Audiogram_Left	Audiogram_Right
1	G	TH	IH	AE	low_f0	high_f0	EH	AE	NaN	1	1	0	geth	gath	NaN	0	0	5.7340	B	NA	NA
2	L	D	AE	IH	high_f0	high_f0	EH	IH	NaN	1	1	0	led	lid	NaN	0	0	4.8949	B	NA	NA
3	D	JH	AE	IH	high_f0	high_f0	AE	IH	NaN	1	1	0	dadge	didge	NaN	0	1	5.1322	B	NA	NA
4	D	D	AE	IH	low_f0	low_f0	AE	EH	NaN	1	1	0	dad	dead	NaN	0	0	6.3576	B	NA	NA
5	L	P	AE	AE	high_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	3.7151	B	NA	NA
6	G	T	IH	AE	low_f0	high_f0	EH	AE	NaN	1	1	0	get	gat	NaN	0	0	4.5652	B	NA	NA
7	L	D	IH	AE	low_f0	high_f0	AE	EH	NaN	1	1	0	lad	led	NaN	0	0	6.0144	B	NA	NA
8	L	P	AE	IH	low_f0	high_f0	EH	IH	NaN	1	1	0	lep	lip	NaN	0	0	8.0872	B	NA	NA
9	D	D	IH	AE	low_f0	low_f0	EH	AE	NaN	1	1	0	dead	dad	NaN	0	0	4.2183	B	NA	NA
10	D	D	AE	IH	low_f0	high_f0	EH	IH	NaN	1	0	0	dead	IH	NaN	0	0	6.0943	B	NA	NA
11	D	JH	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	didge	NaN	NaN	1	1	6.0841	B	NA	NA
12	D	F	IH	AE	low_f0	high_f0	IH	AE	NaN	1	1	0	diff	daff	NaN	0	1	11.1228	B	NA	NA
13	L	P	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	lap	NaN	NaN	1	1	4.1168	B	NA	NA
14	G	G	IH	IH	low_f0	high_f0	IH	IH	NaN	1	0	0	gig	IH	NaN	1	1	6.2582	B	NA	NA
15	D	JH	IH	AE	low_f0	high_f0	AE	EH	NaN	1	1	0	dadge	dedge	NaN	0	0	8.1470	B	NA	NA
16	L	D	IH	IH	low_f0	high_f0	IH	IH	NaN	0	1	0	IH	lid	NaN	1	1	4.5059	B	NA	NA
17	D	F	AE	AE	low_f0	high_f0	AE	AE	NaN	1	0	0	daff	AE	NaN	1	1	9.5016	B	NA	NA
18	G	T	AE	IH	low_f0	low_f0	EH	AE	NaN	1	1	0	get	gat	NaN	0	0	5.6193	B	NA	NA
19	L	D	AE	IH	low_f0	low_f0	EH	IH	NaN	1	0	0	led	IH	NaN	0	0	6.0953	B	NA	NA
20	G	T	IH	AE	low_f0	low_f0	AE	AE	NaN	1	0	0	gat	AE	NaN	1	0	11.4815	B	NA	NA
21	L	JH	IH	AE	low_f0	low_f0	EH	AE	NaN	1	0	0	ledge	AE	NaN	0	0	10.8630	B	NA	NA
22	D	D	IH	IH	low_f0	high_f0	IH	IH	EH	1	0	1	did	IH	dead	0	0	12.2638	B	NA	NA
23	G	G	IH	AE	high_f0	high_f0	AE	IH	NaN	1	1	0	gag	gig	NaN	0	1	8.4911	B	NA	NA
24	D	F	AE	IH	low_f0	high_f0	IH	EH	AE	1	0	1	diff	EH	daff	0	0	13.5931	B	NA	NA
25	D	SH	IH	AE	high_f0	high_f0	AE	IH	NaN	0	1	0	AE	dish	NaN	0	1	9.2696	B	NA	NA
26	D	D	AE	IH	high_f0	high_f0	EH	AE	EH	1	0	0	dead	AE	EH	0	0	9.5187	B	NA	NA
27	L	JH	EH	EH	low_f0	high_f0	EH	EH	NaN	1	0	0	ledge	EH	NaN	1	1	10.4461	B	NA	NA
28	L	JH	EH	EH	low_f0	low_f0	EH	NaN	NaN	1	0	0	ledge	NaN	NaN	1	1	1.0569	B	NA	NA
29	G	G	EH	EH	low_f0	high_f0	EH	EH	NaN	0	1	0	EH	geg	NaN	1	1	7.0200	B	NA	NA
30	G	TH	EH	EH	high_f0	high_f0	EH	AE	NaN	1	0	0	geth	AE	NaN	0	0	4.3380	B	NA	NA
31	L	D	AE	IH	low_f0	high_f0	IH	EH	NaN	1	0	0	lid	EH	NaN	0	0	4.2538	B	NA	NA
32	G	TH	IH	AE	high_f0	high_f0	EH	AE	AE	1	0	1	geth	AE	gath	0	0	7.0332	B	NA	NA
33	D	F	AE	IH	high_f0	high_f0	IH	EH	EH	1	0	1	diff	EH	deaf	0	0	9.3356	B	NA	NA
34	L	D	AE	AE	low_f0	high_f0	AE	AE	NaN	1	0	0	lad	AE	NaN	1	1	9.4594	B	NA	NA
35	G	G	IH	AE	low_f0	low_f0	IH	AE	AE	1	1	0	gig	gag	AE	0	1	9.7983	B	NA	NA
36	D	D	EH	EH	low_f0	high_f0	EH	IH	NaN	1	0	0	dead	IH	NaN	0	0	5.8082	B	NA	NA
37	D	JH	IH	AE	high_f0	high_f0	IH	AE	AE	1	0	1	didge	AE	dadge	0	1	8.4885	B	NA	NA
38	G	G	AE	IH	high_f0	high_f0	AE	IH	AE	0	1	1	AE	gig	gag	0	1	10.6196	B	NA	NA
39	D	SH	AE	IH	low_f0	high_f0	IH	EH	AE	1	1	0	dish	desh	AE	0	0	3.6241	B	NA	NA
40	L	TH	EH	EH	low_f0	high_f0	EH	EH	NaN	1	0	0	leth	EH	NaN	1	1	5.9581	B	NA	NA
41	L	TH	AE	IH	low_f0	low_f0	EH	IH	NaN	0	1	0	EH	lith	NaN	0	0	5.3345	B	NA	NA
42	G	TH	AE	IH	high_f0	high_f0	IH	EH	NaN	1	1	0	gith	geth	NaN	0	0	8.1015	B	NA	NA
43	L	P	IH	AE	high_f0	high_f0	EH	IH	NaN	1	0	0	lep	IH	NaN	0	0	3.8584	B	NA	NA
44	D	SH	IH	IH	low_f0	high_f0	IH	NaN	NaN	1	0	0	dish	NaN	NaN	1	1	6.4299	B	NA	NA
45	L	TH	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	lath	NaN	NaN	1	1	6.8734	B	NA	NA
46	G	TH	IH	AE	low_f0	low_f0	EH	AE	NaN	1	0	0	geth	AE	NaN	0	0	6.0476	B	NA	NA
47	L	TH	AE	IH	low_f0	high_f0	IH	EH	NaN	1	0	0	lith	EH	NaN	0	0	3.5557	B	NA	NA
48	D	F	EH	EH	low_f0	low_f0	EH	NaN	NaN	1	0	0	deaf	NaN	NaN	1	1	2.3993	B	NA	NA
49	D	F	AE	IH	low_f0	low_f0	IH	EH	EH	1	1	0	diff	deaf	EH	0	0	4.6735	B	NA	NA
50	G	G	AE	IH	low_f0	high_f0	IH	IH	AE	1	0	1	gig	IH	gag	0	1	10.0744	B	NA	NA
51	L	D	IH	AE	high_f0	high_f0	AE	IH	IH	1	1	0	lad	lid	IH	0	1	7.3656	B	NA	NA
52	L	TH	IH	IH	low_f0	high_f0	IH	IH	NaN	1	0	0	lith	IH	NaN	1	1	6.1309	B	NA	NA
53	L	D	IH	AE	low_f0	low_f0	EH	AE	IH	1	1	0	led	lad	IH	0	0	5.9667	B	NA	NA
54	G	G	AE	AE	low_f0	high_f0	AE	NaN	NaN	1	0	0	gag	NaN	NaN	1	1	10.4015	B	NA	NA
55	D	JH	EH	EH	low_f0	high_f0	EH	IH	EH	1	1	0	dedge	didge	EH	0	0	7.3304	B	NA	NA
56	L	TH	AE	IH	high_f0	high_f0	IH	EH	NaN	1	0	0	lith	EH	NaN	0	0	8.4097	B	NA	NA
57	L	JH	AE	IH	high_f0	high_f0	EH	IH	NaN	0	1	0	EH	lidge	NaN	0	0	9.0197	B	NA	NA
58	L	P	IH	AE	low_f0	high_f0	AE	IH	NaN	1	0	0	lap	IH	NaN	0	1	8.8696	B	NA	NA
59	D	JH	AE	AE	low_f0	high_f0	AE	EH	NaN	1	1	0	dadge	dedge	NaN	0	0	7.0291	B	NA	NA
60	G	G	IH	AE	low_f0	high_f0	IH	AE	IH	1	1	0	gig	gag	IH	0	1	8.5775	B	NA	NA
